Unnamed: 0,author_id,rating,is_recommended,helpfulness,total_feedback_count,total_neg_feedback_count,total_pos_feedback_count,submission_time,review_text,review_title,skin_tone,eye_color,skin_type,hair_color,product_id,product_name,brand_name,price_usd
0,1741593524,5,1.0,1.0,2,0,2,2023-02-01,"I use this with the Nudestix “Citrus Clean Balm & Make-Up Melt“ to double cleanse and it has completely changed my skin (for the better). The make-up melt is oil based and removes all of your makeup super easily. I follow-up with this water based cleanser, and I also use this just by itself when I’m not wearing make-up. It leaves the skin gently cleansed, but without stripping the skin. 10/10 recommend combining with the make-up melt. It’s perfection!",Taught me how to double cleanse!,,brown,dry,black,P504322,Gentle Hydra-Gel Face Cleanser,NUDESTIX,19.0
1,31423088263,1,0.0,,0,0,0,2023-03-21,"I bought this lip mask after reading the reviews and the hype. Unfortunately, it did not meet my expectations as vaseline petroleum jelly works way better for me.",Disappointed,,,,,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
2,5061282401,5,1.0,,0,0,0,2023-03-21,My review title says it all! I get so excited to get into bed and apply this lip mask. I do see a difference because I suffer from dry cracked lips. I drink a lot of water and apply lip balm daily but nothing helped until I started using this. untiluntistafted usinf this.,New Favorite Routine,light,brown,dry,blonde,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
3,6083038851,5,1.0,,0,0,0,2023-03-20,I’ve always loved this formula for a long time. I honestly don’t even use it for night time. I use it as an everyday lip balm. I love the texture. Gummy Bear is my second most favourite scent. Grapefruit is the best in my opinion.,Can't go wrong with any of them,,brown,combination,black,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
4,47056667835,5,1.0,,0,0,0,2023-03-20,"If you have dry cracked lips, this is a must have. After a few weeks of use I have learned I will always have by my bedside. I thought it was a little expensive but a little goes a long way. It is worth the price.",A must have !!!,light,hazel,combination,,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
5,42802569154,4,1.0,1.0,1,0,1,2023-03-19,"The scent isn’t my favourite but it works great! I put it on every night before I go to sleep and every morning I wake up with smooth, moisturizer and soft. Packaging is amazing as well",Great!,lightMedium,brown,normal,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
6,6941883808,2,0.0,0.25,8,6,2,2023-03-19,"I’ll give this 2 stars for nice packaging and lovely scent. Upon initial application, it feels very nice. But as I continued to use it I noticed I was getting more and more blackheads/clogged pores and pimples around my lips. I thought it was my Aquaphor but it’s THIS!!!! It also makes my lips even more dry than they initially were. Disappointing:( around my",Dried my lips out and clogged my pores,light,blue,combination,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
7,27926227988,5,1.0,,0,0,0,2023-03-19,I use this at night or while I’m putting makeup on. Love the way I don’t have to reapply it during the night. Definitely a win.,Works great,fairLight,brown,combination,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
8,7656791726,5,1.0,1.0,1,0,1,2023-03-18,"I love this stuff. I first had the sample size from a Sephora Birthday gift, and once I had run through it I knew it was a purchase. I live in an incredibly dry environment, great for macarons, but terrible for my skin. This lip mask helps to keep my lips from becoming too chapped.",Must have.,light,blue,normal,blonde,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
9,38727834382,5,1.0,1.0,2,0,2,2023-03-18,"I purchased the Sweet Candy scent at my local Sephora and I am OBSESSED!! I will be honest, the scent is a bit strong - but they’re all strongly scented. My lips are so soft. 10/10!",RUN TO PURCHASE,light,brown,normal,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
10,45409499927,5,1.0,,0,0,0,2023-03-18,this product is a bit pricey but after using one scoop i figured this will take a LONG time to use up the whole container. it smells so good and the container is so cute.,so nourishing,,brown,dry,black,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
11,37554855017,5,1.0,,0,0,0,2023-03-18,I use this every night and morning and it works wonders! This never fails to make my lips super hydrated! The tint and shine to it makes it even a great lip gloss during the day!,Worth the hype,fair,green,dry,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
12,21858073785,4,1.0,,0,0,0,2023-03-17,A little goes a long way. Love the fragrance and works great as a night lip mask. Only reason I gave it 4 stars is because of the price.,,light,blue,combination,blonde,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
13,22249699172,1,0.0,0.4444440007209778,9,5,4,2023-03-17,Honestly I was so excited when I got this in the mail. But unfortunately it is not worth the hype :( I have boughten two of these full size and I went through them so quickly. The ingredients are not very clean and this product made my lips so dry. I wanted to like this product so bad as it’s so cute and smells nice. But unfortunately it is a hard pass for me. I will be sticking to my vaseline and aquaphor for now :/,I WISHED I LOVED THIS (not clean ingredients),,brown,dry,,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
14,1216391002,3,0.0,,0,0,0,2023-03-16,Does the gummy bear mask smell absolutely delicious?! Yes. Does it do much for my lips overnight? Nope. They are dry and a little chapped in the morning. I honestly have better luck with my vaseline lip therapy but I am still keeping the Laneige to use as a daily balm.,Just meh,fair,blue,combination,blonde,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
15,45004161653,5,1.0,,0,0,0,2023-03-16,"I just got this a few days ago, it’s amazing! I love the berry scent ! It’s very hydrating and my lips are so smooth and glossy . My lips are always chapped and dry this has really helped!",A definite must have ( totally worth the $24),lightMedium,hazel,normal,blonde,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
16,33602438124,5,1.0,,0,0,0,2023-03-16,i love how hydrating this makes my lips feel! perfect for an overnight lip mask or just a gloss as well! lasts forever,love,lightMedium,brown,combination,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
17,33049388574,3,1.0,,0,0,0,2023-03-15,It’s super glossy and looks amazing but doesn’t last very long after use.,,lightMedium,hazel,dry,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
18,43349462775,5,1.0,,0,0,0,2023-03-15,"i have used this for about almost a year, and my lips are so soft once i use this! not only do i use it at night, but just when i need a quick moisturizing pick up for my lips :)",holy grail for lips!,light,brown,dry,black,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
19,23003625295,5,1.0,,0,0,0,2023-03-15,"I have this in every colour except for sweet candy which will be my next purchase but I got the kit with the 5 minis for christmas and I honestly love these so much, I wake up and my lips are instantly smooth, I can also use it as a lipgloss and it’s honestly my favourite lip product ever.",A MUST,fair,blue,combination,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
20,22076782315,2,0.0,0.0,1,1,0,2023-03-15,There’s nothing wrong with it but i think it was overhyped on tiktok. It actually made my lips a little dry.,"Not cruelty free, overhyped on tiktok.",light,blue,combination,,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
21,46007186639,1,0.0,0.7272729873657227,11,3,8,2023-03-14,Just like  Aquaphor just get something cheaper it’s just overrated. It’s good but they also animal test. ￼,Overrated!,fair,blue,normal,blonde,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
22,47136208213,5,1.0,1.0,2,0,2,2023-03-14,I just started using it but from the first night my lips felt way better. The next morning they even looked fuller which I’m not sure if that’s the intention but still! And the berry smell is so good!,,lightMedium,brown,combination,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
23,27004084356,5,1.0,1.0,3,0,3,2023-03-14,This lip balm is the best I ever had. It works. It hydrates and last long. It has everything you need in a balm. It even has a little spatula that you can use to scoop the product easily and cleanly.,,light,brown,oily,brunette,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
24,5392684203,2,0.0,1.0,1,0,1,2023-03-14,"Not worth the hype. My lips are still dry after using this product nightly,  had much better results with the Ilia Lip Wrap, and it’s a cleaner product.","Toxic ingredients, not effective",medium,brown,combination,black,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
25,47411662117,5,1.0,1.0,2,0,2,2023-03-14,Super hydrating and smells really good unlike certain lip masks,hydrating af!!!,fair,brown,combination,blonde,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
26,35214181931,4,1.0,1.0,1,0,1,2023-03-13,i love this product!! it leaves my lips so hydrated and the colour is immaculate,definitely repurchasing,notSureST,green,normal,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
27,45410685663,1,0.0,1.0,5,0,5,2023-03-13,i really tried to love this ☹️ i wore it to sleep every night for a month but every time i woke up with lips chapped and peeling.overhyped and not worth the money- just use vasaline,overrated and drying 😵‍💫,fair,brown,normal,black,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
28,26425842093,5,1.0,1.0,2,0,2,2023-03-13,Love this!!! I’m obsessed with the Gummy bear scent. This stuff is so thick and creamy. Lasts for hours.  Very hydrating. Loved it so much I bought the daytime gloss! Candy also smells amazing!!!,Love this!,lightMedium,hazel,combination,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
29,1238130325,4,1.0,,0,0,0,2023-03-12,I love this lippy…it makes my lips soft and also is helping my acne scars to fake and no idea why!!,Yumm,fairLight,brown,dry,gray,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
30,23439053368,1,0.0,1.0,3,0,3,2023-03-12,"dried my lips out sooooooo bad. literally were cracked, peeling, and bleeding. I stopped using it and it got better. def do not recommend buying this",,fair,brown,normal,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
31,1526593631,1,0.0,1.0,1,0,1,2023-03-12,"I used this product daily last week, and my lips hurt. I stopped using it and just used Aquaphor to heal them, and they are doing much better. I might be allergic to this product.",Allergic reaction,light,brown,combination,,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
32,10543454053,2,0.0,0.0,1,1,0,2023-03-12,"I really loved this product and did use the whole thing, it lasted over 6 months and I thought did a decent job. The only problem is that I noticed part of my lip started to get super dry and no matter how much I used, how frequently I reapplied, exfoliated my lips, it did not get better. Nothing else in my routine changed except for adding this product in so this did cause my lips to dry out and didn’t fix it. It’s not worth the price, Vaseline works just as good and never dried my lips out.",Dried my lips out,fair,brown,oily,,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
33,6348297675,5,1.0,,0,0,0,2023-03-12,"This product is amazing! I use it before bed, and also throughout the day as a lip balm. It’s so smooth and feels amazing! It doesn’t have a sticky feeling at all. My lips are soft and smooth since adding this my routine. I will definitively be purchasing again.",Amazing!! Must have for night routine,fair,green,combination,blonde,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
34,22084747922,2,0.0,0.800000011920929,5,1,4,2023-03-12,In my opinion it’s very over hyped. It’s not very moisturizing (I prefer Tarte Jelly Glaze over this and it’s also half the price) which is the whole point. It’s not horrible but it’s not good either.  Plus I’m pretty sure they test on animals so that doesn’t make me appealed to buy again.,Overhyped,fair,green,oily,,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
35,2329411573,4,1.0,1.0,1,0,1,2023-03-12,I almost want to wear this all day long. It’s so tasty and so pretty when it’s on. The only reason I didn’t give it a 5 star is because it doesn’t really stay on long enough. Definitely not all night long.,Yummy and Pretty!,light,brown,combination,black,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
36,43975065514,5,1.0,,0,0,0,2023-03-11,It is so moisturizing and keeps my lips super soft and hydrated.,Worth the hype,fair,brown,dry,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
37,21522162621,5,1.0,1.0,1,0,1,2023-03-11,"I am super impressed with this lip mask. I use it at bedtime and wake up with soft lips! ( I struggle with cracked and peeling lips every winter ) I also use it on top of my lip liner in the morning for a plumped, soft look.",Recommend this product 100%,fair,brown,dry,auburn,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
38,34519902636,1,0.0,1.0,2,0,2,2023-03-11,I used to like this product until I found out it has BHT in it which is HAZARDOUS. Please do your research on the ingredients and you’ll see this is horrible for you and your body especially if ingested.,HAS BHT,fairLight,blue,dry,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
39,39024516455,5,1.0,0.5,2,1,1,2023-03-11,"love this so much! I use it everyone night and it keeps my lips so hydrated because they used to always be so dry and chapped! 5 stars, 100% recommend!",must have!,mediumTan,hazel,combination,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
40,10664920572,5,1.0,0.5,2,1,1,2023-03-10,Obsessed with this! The first few days I wasn’t seeing ton of results but after using it consistently for a bit my lips are no longer chapped. I don’t have to reapply chapstick throughout the day. My lips also look fuller! Wasn’t excited about the price but a small amount works well.,,,brown,dry,,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
41,11620295138,2,0.0,,0,0,0,2023-03-10,I’ve been using for a couple months now and it seems great when you first apply however I’ve seen no improvement in the long run. Luis are still dry and peeling.,Not so sure,medium,brown,dry,black,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
42,6835882311,2,0.0,1.0,3,0,3,2023-03-10,I wanted to love this product so bad because of all the amazing reviews but it honestly makes my lips so disgustingly chapped. I’ve used other lip masks that this hasn’t happened with and went back to try the laniege one again and it gave me chapped lips again :(,I don't get the hype!,tan,brown,oily,brunette,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
43,2795584162,5,1.0,1.0,1,0,1,2023-03-09,"I’ve never used this kind of product, I tend to be very minimalist. After 1 night, I was already so impressed I had it mailed to a girlfriend as a gift. as far as scents go, if you’re shopping online - all of the other ones are strong smells, it all smells like 90s chapstick. This one is milder, easier to go to sleep next to someone imho",,,brown,normal,brunette,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
44,42025113851,2,0.0,1.0,1,0,1,2023-03-09,"Don’t waste your money. I had gotten this as a sample, and used it as the directions said, it was very hydrating but overnight my lips were still dry... it’d supposed to hydrate my lips overnight. Maybe I’m just wrong",,medium,brown,oily,brunette,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
45,27991208736,3,1.0,0.0,1,1,0,2023-03-09,ive tried my friend’s a few times and it does good and smell nice but there are definitely dupes like the burts bee lip treatment that are much cheaper and as good,overrated/overpriced,,,,,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
46,36666693723,5,1.0,,0,0,0,2023-03-09,My lips were always so dry but this product made them so soft and hydrated. I put it on at night but also during the day over a lip tint. Love it!,,,,,,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
47,43769690249,5,1.0,1.0,4,0,4,2023-03-08,"It works, makes my lips soft so I don’t need to use chapstick throughout the day. Sometimes I use it as lip-gloss instead of a night mask.",,fair,hazel,combination,black,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
48,2626890840,5,1.0,1.0,1,0,1,2023-03-08,Literally love all of Laneige products. The lip sleeping mask has an amazing slip and it’s just the perfect overnight mask. Not sticky at all.,You need this product!,rich,brown,oily,black,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
49,6152272933,5,1.0,1.0,2,0,2,2023-03-08,"I’ve had this lip sleeping mask for over a year now and it is the best overnight lip mask. When applied to my lips, it feels super soft and does not feel sticky. When I wake up, my lips are super soft and smooth. 10/10 get it now.",Buy it!,fair,brown,oily,black,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
50,32089916031,5,1.0,0.0,1,1,0,2023-03-08,"So good. I love the smell and I bought 3 times to use this product, we can use this lip sleeping mask in half a year, it is not expensive for 0.70.",A must have for lips,lightMedium,brown,combination,black,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
51,10378079599,5,1.0,,0,0,0,2023-03-08,Amazing!!! My lips literally react so badly to every single lip balm or chapstick. I had a allergic reaction to jack black spf lip balm and this saved my lips!! They are super soft and moisturized (:,,tan,brown,combination,black,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
52,11313472633,5,1.0,0.6666669845581055,3,1,2,2023-03-08,I use this every single night right before I go to bed and it leaves my lips super smooth in the morning!,,fair,brown,combination,,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
53,8154006915,5,1.0,1.0,3,0,3,2023-03-08,"I have these in vanilla and sweet candy. I use them every day, multiple times a day. They hydrate much better than standard lip balms, and they last forever. I’ve definitely had them for over a year—they they don’t change in consistency or effectiveness.","Holy grail, lasts forever",light,hazel,combination,blonde,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
54,21405828774,5,1.0,,0,0,0,2023-03-07,This product is amazing. It really does smell likes gummy bears and leaves the best moisturizing feeling for a period of time. Stays shiny like a gloss,,light,gray,dry,black,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
55,46853998374,3,0.0,0.5,2,1,1,2023-03-07,"This product is marketed as a sleeping mask but i would say its more of a lip balm. It doesnt hydrate at all so dont turn to this looking to help dry lips. It doesnt last long at all. But it does look pretty on the lips, is not sticky, and has a really nice buttery texture. Just wish that wasnt the only upside!",Wanted to love but couldnt.,light,brown,dry,,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
56,9467587295,5,1.0,0.5,2,1,1,2023-03-07,"This product is a DEFINITE must for chapped lips! I get really chapped lips when I’m stressed out, especially in the winter and it saved my life!",Life saver,light,brown,normal,auburn,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
57,12922019886,5,1.0,,0,0,0,2023-03-07,Love it!!!! Use it every night and it keeps my lips juicy throughout the whole day even in winter storms #canada. Highly recommend (it tastes great too),,fair,blue,combination,blonde,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
58,6893083,2,0.0,,0,0,0,2023-03-07,"Received this in the Sephora birthday pack. Wanted to love this strawberry scented lip mask, but it didn’t do much for me. Actually left my lips feeling a little drier. I fine almost any other lip balm works better.","Wanted to love, but pass",medium,brown,dry,black,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
59,38614132714,4,1.0,,0,0,0,2023-03-07,after using this product for weeks it makes my lips feel very nice and you don’t really need a lot at a time so for the price i’d say it’s worth it because u don’t need to use that much it also doubles as a lipgloss!,A must have in my routine,light,brown,normal,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
60,35529082344,5,1.0,1.0,1,0,1,2023-03-07,I’ve been using this for over 2 weeks now and it’s sooooo good. keeps my lips baby soft and it smells so nice and sweet too. 10/10 recommend,never letting this out my sight,medium,brown,dry,black,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
61,42505817819,5,1.0,,0,0,0,2023-03-06,It keeps my lips so glossy & hydrated !!! You can use as lip gloss if you want too :))),Best lip mask I’ve had,lightMedium,brown,combination,black,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
62,6073241212,5,1.0,,0,0,0,2023-03-06,"Je ne comprenais tellement pas pourquoi tout le monde se lançait sur ce produit jusqu’a ce que je l’essaie moi-même. Il hydrate tellement bien les lèvre, il sent trop bon est n’est pas désagréable. Perso, je le porterais jour comme nuit, avec mes lèvres sèches, ce produit me donne l’impression de renaître. En plus, il vient avec un petit applicateur, donc pas besoin d’avoir le doigt tout gras en prélèvent dedans. J’adore! Je ne pourrais plus m’en passer! Il devrait toutes fois sortir plus d’odeur qui sont plus douce.","OMG oui, oui, oui tout le temps",,,,,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
63,28272910803,5,1.0,,0,0,0,2023-03-06,"love her! as a sleeping mask, i don’t think you could ask for anything better",smells great and works well,lightMedium,brown,dry,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
64,37193218245,2,0.0,,0,0,0,2023-03-06,really not worth it to be honest. barely hydrates my lips. so expensive and not cruelty free. kinda worth it cause of packaging . i was so hyped when i bought save ur money and buy some aquaphor instead,save ur money :((,light,brown,combination,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
65,1801166612,5,1.0,1.0,1,0,1,2023-03-06,"Amazing product for dry lips. It is a mask, so you apply before bed then wipe excess in the morning. It smells so good you just wanna chew your lips off(I wont of course lol). Great product for out of control dry lips like mine!",Love it!,fair,brown,combination,red,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
66,5232713920,5,1.0,,0,0,0,2023-03-05,Really like this product for before bed. It’s super hydrating and doesn’t feel tacky. The scents are great too!,Must have for bedtime routine!,lightMedium,brown,combination,blonde,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
67,21503020814,5,1.0,,0,0,0,2023-03-05,"This is now my second time purchasing this product. It is super hydrating, also nice to wear during the day as well.",WORTH THE HYPE,medium,brown,normal,black,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
68,33692099507,5,1.0,,0,0,0,2023-03-05,Within just a few days of using this lip mask my dry lips from the cold dry winter feel so much better. Not overly greasy and easy to sleep with it on,So moisturizing,lightMedium,hazel,normal,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
69,12367701277,5,1.0,,0,0,0,2023-03-05,Love this lip masks so much I bought so many other flavours and if you have been thinking about getting it just buy it. It is literally so good. I would literally spend all my money on this. I’m not joking it’s literally amazing. ￼,Love 💗,fairLight,blue,normal,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
70,1660910909,3,0.0,0.0,1,1,0,2023-03-05,I think this is overpriced for what it is - lip balm. It is nice though and when I apply it my lips feel nice. Definitely a luxury and not a need.,,mediumTan,brown,normal,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
71,45863208698,5,1.0,,0,0,0,2023-03-05,I love this product because it keeps by lips really hydrated in the cold weather!,A need for dry lips!,olive,brown,dry,brunette,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
72,7814119743,5,1.0,,0,0,0,2023-03-05,"Received a sample and had to buy the full size immediately after I finished it. I’ve used a lot of Blistex and other chapsticks, and I think this really helped heal my chapped lips. Definitely recommend!",Everyday necessity!!!,,blue,combination,blonde,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
73,45743074519,4,1.0,1.0,1,0,1,2023-03-05,I love this product so much I use it day and night. It’s so hydrating and it’s like a lipgloss! ￼,Perfect!!,notSureST,hazel,combination,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
74,11942802792,4,1.0,,0,0,0,2023-03-05,Love the flavour et my lips are soft in the morning,Love it,,,,,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
75,1510283582,5,1.0,1.0,1,0,1,2023-03-05,"I know this doesn’t work for everyone but it sure works for me! I use it at night and wake up to moisturized lips. A big caveat is that if I’m not drinking water (ie. that time I lost my water bottle for three days), there is no amount of lip balm that will fix my dry lips. Also, if you like the Japanese grape flavour, this is what the balm smells like exactly. Which in my case, is the perfect scenario. Not greasy or sticky and no flavour if you eat it. A little goes a long way imo so the price is a good deal for me.",Works for me and love the flavour!,,brown,dry,black,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
76,34103241713,5,1.0,,0,0,0,2023-03-05,I’ve repurchased many times make sure to keep spatula so you don’t use your fingers so you don’t get bacteria in it,,light,hazel,combination,blonde,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
77,46711680047,3,0.0,1.0,1,0,1,2023-03-04,"I have a sample size of this product. It is very glossy and looks nice when first applied. Unfortunately, upon leaving it on overnight I found my lips chapped in the morning and flaky.","Wanted to love it, but not as great as I expected.",fair,gray,combination,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
78,46115455920,5,1.0,1.0,1,0,1,2023-03-04,This has really helped my dry lips especially in the winter. A must have in my routine!,Works great and smells amazing!,tan,brown,combination,brunette,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
79,45895782167,4,1.0,1.0,1,0,1,2023-03-04,Mes lèvres sont beaucoup mieux hydratées après seulement 1 semaine d utilisation ! J ai essayé un autre masque de nuit avant celui la mais il n’était pas efficace ! En plus Laneige sent super bon ! L’app,Masque de nuit pour lèvres,fair,blue,normal,blonde,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
80,42514557008,4,1.0,,0,0,0,2023-03-04,"not sticky, looks like gloss but feels like a lip balm or butter. I hate sticky lip products and i love this. looks very pretty too.",must have,light,blue,dry,blonde,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
81,33161024868,3,0.0,1.0,1,0,1,2023-03-04,"I don’t see the hype for this product. It doesn’t work every time I use it, just once in a while. It gives my lips a nice glow and temporary hydration, but not as a treatment or for long term results. Would not repurchase",Works every once in a while,mediumTan,brown,oily,black,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
82,25514526813,1,0.0,1.0,1,0,1,2023-03-04,Didn’t enjoy this product. I got it as a birthday gift. I’ve only used it twice. Both times it dried out my lips badly that it took a week to get better. It left my lips more chapped than I began with was,Did not work,mediumTan,,combination,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
83,43510795494,1,0.0,0.75,4,1,3,2023-03-04,"This product smells good but that is basically the only good thing. The lip mask feels like a weird bubble gum and looks identical to Vaseline when on your lips. Maybe if this product wasn’t thirty dollars dollarsit would be worth it, but since it’s not I do not recommend it would be worth",Do not buy this!!,fairLight,gray,combination,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
84,23521975413,5,1.0,0.0,1,1,0,2023-03-04,"I adore this product. It is perfect for any time of the day. I used to wear it only before I went to sleep, and it would make my lips so soft by the morning. Now I also use it as lip gloss during the day. It makes my lips look very glossy and plump, similarly to when I wear the Dior lip oils.",Hydrating and glossy; worth the money.,fair,brown,oily,blonde,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
85,10586066947,4,1.0,,0,0,0,2023-03-04,"Good product, feels nice on the lips. I wouldn’t say that it is the most hydrating but it definitely looks good on the lips.",,,blue,combination,blonde,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
86,7202652091,5,1.0,1.0,1,0,1,2023-03-04,Hydrating and smells super yummy. I’ll use this as a quick hydrator while I’m doing makeup if I know I’m putting on lipstick. This little jar will go a long way. Also love that it comes with an applicator.,Perfect night time lip mask,lightMedium,brown,combination,black,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
87,25204747984,2,0.0,1.0,1,0,1,2023-03-03,"I took the sweet candy one, I don’t like it. Bought it 2 months ago, still have it.",,light,brown,dry,,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
